EmployeeId,FirstName,LastName,FullName,Email,PhoneNumber,StartDate,EndDate,Department,Job
EMP-0260,Donald,Rodriguez,Donald Rodriguez,Donald.Rodriguez@coaldbloodedmining.com,(852)964-9618,2015-07-05,9999-12-31,Finance,Administration Officer
EMP-0118,Martin,Morgan,Martin Morgan,Martin.Morgan@coaldbloodedmining.com,960-499-4944,2020-04-20,9999-12-31,Operations,Machine Operator
EMP-0481,Thomas,Lowery,Thomas Lowery,Thomas.Lowery@coaldbloodedmining.com,5952126421,2018-10-12,9999-12-31,Operations,Machine Operator
EMP-0381,Manuel,Rojas,Manuel Rojas,Manuel.Rojas@coaldbloodedmining.com,474-590-2899,2020-04-12,2024-04-30,Operations,Scheduler
EMP-0500,Anna,Sims,Anna Sims,Anna.Sims@coaldbloodedmining.com,226-617-3045,2020-03-14,9999-12-31,Finance,Payroll Officer
EMP-0054,Samantha,Johnson,Samantha Johnson,Samantha.Johnson@coaldbloodedmining.com,483-401-2167,2015-08-29,2019-04-07,IT,IT Specialist
EMP-0220,April,Thomas,April Thomas,April.Thomas@coaldbloodedmining.com,221-443-3328,2020-01-19,2022-04-26,Operations,Machine Operator
EMP-0450,Jeffrey,Hammond,Jeffrey Hammond,Jeffrey.Hammond@coaldbloodedmining.com,6935649582,2016-08-24,2018-09-30,Finance,Accountant
EMP-0003,William,Johnson,William Johnson,William.Johnson@coaldbloodedmining.com,7034734336,2019-05-02,2021-02-01,Operations,Machine Operator
EMP-0298,Beth,Cook,Beth Cook,Beth.Cook@coaldbloodedmining.com,6156933852,2020-01-12,9999-12-31,Operations,Machine Operator
EMP-0039,Pamela,Rios,Pamela Rios,Pamela.Rios@coaldbloodedmining.com,8219881403,2018-04-27,2019-07-03,Operations,Scheduler
EMP-0070,Paige,Cook,Paige Cook,Paige.Cook@coaldbloodedmining.com,784-366-3156,2015-04-13,9999-12-31,Operations,Machine Operator
EMP-0206,Julie,Obrien,Julie Obrien,Julie.Obrien@coaldbloodedmining.com,(708)607-2292,2020-06-21,9999-12-31,Operations,Machine Operator
EMP-0044,Gary,Hughes,Gary Hughes,Gary.Hughes@coaldbloodedmining.com,9314577541,2020-04-12,9999-12-31,Operations,Engineer
EMP-0266,Ashley,Navarro,Ashley Navarro,Ashley.Navarro@coaldbloodedmining.com,480-260-1464,2018-10-25,9999-12-31,Operations,Machine Operator
EMP-0438,Dustin,Reyes,Dustin Reyes,Dustin.Reyes@coaldbloodedmining.com,(587)729-2518,2018-10-29,2021-06-24,Operations,Operations Manager
EMP-0498,Loretta,Martinez,Loretta Martinez,Loretta.Martinez@coaldbloodedmining.com,2724282302,2015-03-03,9999-12-31,Operations,Machine Operator
EMP-0207,Ronald,Cochran,Ronald Cochran,Ronald.Cochran@coaldbloodedmining.com,3946781707,2020-12-26,9999-12-31,Operations,Machine Operator
EMP-0126,Sandra,Lopez,Sandra Lopez,Sandra.Lopez@coaldbloodedmining.com,383-450-9132,2017-12-14,9999-12-31,Operations,Operations Manager
EMP-0236,Vanessa,Jones,Vanessa Jones,Vanessa.Jones@coaldbloodedmining.com,2442456221,2018-12-25,9999-12-31,HR,HR Officer
EMP-0451,Chelsey,Davis,Chelsey Davis,Chelsey.Davis@coaldbloodedmining.com,983-905-9822,2016-07-29,2017-06-24,Finance,Payroll Officer
EMP-0147,Robert,Steele,Robert Steele,Robert.Steele@coaldbloodedmining.com,(663)780-1129,2020-08-05,2024-03-24,Operations,Machine Operator
EMP-0158,Paula,Gonzales,Paula Gonzales,Paula.Gonzales@coaldbloodedmining.com,(567)776-7872,2016-03-14,2019-09-10,Operations,Engineer
EMP-0376,Amanda,Wyatt,Amanda Wyatt,Amanda.Wyatt@coaldbloodedmining.com,(514)409-3424,2019-05-13,9999-12-31,Operations,Machine Operator
EMP-0289,Jack,Thomas,Jack Thomas,Jack.Thomas@coaldbloodedmining.com,(588)830-8109,2016-08-12,9999-12-31,Operations,Machine Operator
EMP-0370,Sheryl,Gilbert,Sheryl Gilbert,Sheryl.Gilbert@coaldbloodedmining.com,(814)676-5465,2019-07-23,9999-12-31,Operations,Machine Operator
EMP-0132,Jody,Brown,Jody Brown,Jody.Brown@coaldbloodedmining.com,2643028747,2018-01-30,9999-12-31,Finance,Administration Officer
EMP-0322,Kelly,Lawrence,Kelly Lawrence,Kelly.Lawrence@coaldbloodedmining.com,(777)467-6334,2020-04-17,9999-12-31,Operations,Machine Operator
EMP-0238,Eric,Howell,Eric Howell,Eric.Howell@coaldbloodedmining.com,3487537177,2016-04-29,9999-12-31,Finance,Accountant
EMP-0166,Diane,Mueller,Diane Mueller,Diane.Mueller@coaldbloodedmining.com,(748)700-7296,2015-08-20,2018-07-23,Finance,Payroll Officer
EMP-0332,Sally,Monroe,Sally Monroe,Sally.Monroe@coaldbloodedmining.com,283-480-0822,2018-06-28,9999-12-31,Finance,Payroll Officer
EMP-0204,Karen,Summers,Karen Summers,Karen.Summers@coaldbloodedmining.com,(340)512-9085,2020-05-29,9999-12-31,Operations,Machine Operator
EMP-0137,Randy,Garrett,Randy Garrett,Randy.Garrett@coaldbloodedmining.com,977-977-6546,2016-06-18,9999-12-31,Operations,Machine Operator
EMP-0015,Shawn,Reed,Shawn Reed,Shawn.Reed@coaldbloodedmining.com,758-841-6082,2019-06-24,9999-12-31,Operations,Machine Operator
EMP-0293,Katie,West,Katie West,Katie.West@coaldbloodedmining.com,409-295-1053,2019-07-18,9999-12-31,Operations,Scheduler
EMP-0185,Kristin,Mathis,Kristin Mathis,Kristin.Mathis@coaldbloodedmining.com,8052446886,2020-09-30,2022-05-01,Operations,Machine Operator
EMP-0168,Kaitlyn,Dillon,Kaitlyn Dillon,Kaitlyn.Dillon@coaldbloodedmining.com,5593353429,2020-01-25,9999-12-31,Operations,Machine Operator
EMP-0445,Patrick,Robinson,Patrick Robinson,Patrick.Robinson@coaldbloodedmining.com,319-390-6394,2018-06-26,9999-12-31,Operations,Machine Operator
EMP-0384,Jessica,Bailey,Jessica Bailey,Jessica.Bailey@coaldbloodedmining.com,(817)827-7842,2020-02-13,9999-12-31,Operations,Scheduler
EMP-0023,Lacey,Williams,Lacey Williams,Lacey.Williams@coaldbloodedmining.com,(976)816-3885,2019-08-20,2022-04-17,Operations,Machine Operator
EMP-0143,Karen,Adams,Karen Adams,Karen.Adams@coaldbloodedmining.com,2276874952,2015-09-19,9999-12-31,IT,IT Specialist
EMP-0104,Joshua,Anderson,Joshua Anderson,Joshua.Anderson@coaldbloodedmining.com,346-773-8355,2017-04-15,9999-12-31,Operations,Machine Operator
EMP-0193,Maria,Price,Maria Price,Maria.Price@coaldbloodedmining.com,738-766-8754,2015-07-28,9999-12-31,Operations,Machine Operator
EMP-0263,Amy,Barnes,Amy Barnes,Amy.Barnes@coaldbloodedmining.com,(831)413-1930,2019-11-11,9999-12-31,Finance,Accountant
EMP-0497,Charles,Williams,Charles Williams,Charles.Williams@coaldbloodedmining.com,3456179349,2016-12-22,9999-12-31,Operations,Machine Operator
EMP-0378,Rachel,Jackson,Rachel Jackson,Rachel.Jackson@coaldbloodedmining.com,(597)222-6658,2015-06-19,2018-07-22,Sales,Business Development Manager
EMP-0290,Sherri,Nichols,Sherri Nichols,Sherri.Nichols@coaldbloodedmining.com,(856)628-9063,2019-06-24,9999-12-31,Operations,Machine Operator
EMP-0252,Keith,Johnson,Keith Johnson,Keith.Johnson@coaldbloodedmining.com,7037672568,2019-12-03,9999-12-31,Operations,Scheduler
EMP-0430,Jennifer,Cox,Jennifer Cox,Jennifer.Cox@coaldbloodedmining.com,4148407751,2019-01-15,9999-12-31,Finance,Accountant
EMP-0188,Cassandra,Frazier,Cassandra Frazier,Cassandra.Frazier@coaldbloodedmining.com,8488050894,2017-09-27,2020-12-01,Operations,Machine Operator
EMP-0392,Karen,Lewis,Karen Lewis,Karen.Lewis@coaldbloodedmining.com,(822)512-6479,2020-09-10,9999-12-31,Operations,Operations Manager
EMP-0280,Laura,Ramsey,Laura Ramsey,Laura.Ramsey@coaldbloodedmining.com,(787)695-1121,2017-02-23,9999-12-31,Operations,Engineer
EMP-0470,Norman,Sweeney,Norman Sweeney,Norman.Sweeney@coaldbloodedmining.com,(327)658-6625,2015-03-17,9999-12-31,Operations,Machine Operator
EMP-0360,Brandy,Chen,Brandy Chen,Brandy.Chen@coaldbloodedmining.com,6042025996,2017-07-19,9999-12-31,Operations,Machine Operator
EMP-0226,Zachary,Smith,Zachary Smith,Zachary.Smith@coaldbloodedmining.com,7238719065,2016-06-12,2018-09-14,Operations,Machine Operator
EMP-0016,Megan,Morales,Megan Morales,Megan.Morales@coaldbloodedmining.com,641-406-7822,2020-08-24,9999-12-31,Operations,Operations Manager
EMP-0333,Michelle,Mckenzie,Michelle Mckenzie,Michelle.Mckenzie@coaldbloodedmining.com,(918)950-2672,2017-08-24,2019-12-23,Operations,Machine Operator
EMP-0106,Laura,Brown,Laura Brown,Laura.Brown@coaldbloodedmining.com,(640)697-5782,2018-04-01,9999-12-31,Sales,Business Development Manager
EMP-0307,Barbara,Gillespie,Barbara Gillespie,Barbara.Gillespie@coaldbloodedmining.com,(593)800-9186,2017-03-03,9999-12-31,Operations,Machine Operator
EMP-0175,Todd,Caldwell,Todd Caldwell,Todd.Caldwell@coaldbloodedmining.com,(278)356-3026,2016-11-18,9999-12-31,Corporate,CFO
EMP-0138,Paul,Simmons,Paul Simmons,Paul.Simmons@coaldbloodedmining.com,868-708-0749,2016-01-07,2018-04-10,Finance,Administration Officer
EMP-0292,Melody,Smith,Melody Smith,Melody.Smith@coaldbloodedmining.com,4908055434,2018-02-09,9999-12-31,Operations,Machine Operator
EMP-0340,Alex,Hebert,Alex Hebert,Alex.Hebert@coaldbloodedmining.com,5182821356,2020-03-12,9999-12-31,Finance,Payroll Officer
EMP-0355,Amanda,Wiggins,Amanda Wiggins,Amanda.Wiggins@coaldbloodedmining.com,2917294836,2016-09-06,9999-12-31,Finance,Payroll Officer
EMP-0265,Kevin,Castillo,Kevin Castillo,Kevin.Castillo@coaldbloodedmining.com,(693)938-8615,2018-12-27,9999-12-31,Finance,Accountant
EMP-0414,Timothy,Hoover,Timothy Hoover,Timothy.Hoover@coaldbloodedmining.com,650-325-3298,2017-07-31,9999-12-31,Operations,Machine Operator
EMP-0169,Matthew,Smith,Matthew Smith,Matthew.Smith@coaldbloodedmining.com,(422)207-9702,2015-02-07,9999-12-31,Sales,Business Development Manager
EMP-0161,Daniel,Giles,Daniel Giles,Daniel.Giles@coaldbloodedmining.com,(496)698-8092,2016-11-17,9999-12-31,HR,HR Officer
EMP-0356,Jonathan,Kramer,Jonathan Kramer,Jonathan.Kramer@coaldbloodedmining.com,223-541-2891,2018-06-11,2022-03-16,Data Analytics,Analyst
EMP-0140,Alan,Kennedy,Alan Kennedy,Alan.Kennedy@coaldbloodedmining.com,(977)557-4027,2017-04-18,2020-08-11,HR,HR Officer
EMP-0452,Stephen,Mason,Stephen Mason,Stephen.Mason@coaldbloodedmining.com,3645192285,2018-04-08,9999-12-31,Finance,Administration Officer
EMP-0029,Roy,Villa,Roy Villa,Roy.Villa@coaldbloodedmining.com,3482125744,2017-09-23,9999-12-31,Operations,Machine Operator
EMP-0439,Jason,Esparza,Jason Esparza,Jason.Esparza@coaldbloodedmining.com,(444)281-0157,2015-05-05,2016-07-05,Operations,Machine Operator
EMP-0391,Anthony,Thomas,Anthony Thomas,Anthony.Thomas@coaldbloodedmining.com,(225)805-7921,2015-03-22,9999-12-31,Operations,Machine Operator
EMP-0002,Jeremy,Ball,Jeremy Ball,Jeremy.Ball@coaldbloodedmining.com,6428016657,2019-12-30,9999-12-31,Corporate,CFO
EMP-0271,Lindsey,Mcfarland,Lindsey Mcfarland,Lindsey.Mcfarland@coaldbloodedmining.com,4096404604,2020-09-12,9999-12-31,Sales,Business Development Manager
EMP-0069,Danielle,Brooks,Danielle Brooks,Danielle.Brooks@coaldbloodedmining.com,(475)562-4000,2017-05-19,9999-12-31,Operations,Machine Operator
EMP-0130,Arthur,Burke,Arthur Burke,Arthur.Burke@coaldbloodedmining.com,381-695-2421,2017-10-29,9999-12-31,Operations,Machine Operator
EMP-0491,Vanessa,Blake,Vanessa Blake,Vanessa.Blake@coaldbloodedmining.com,(784)399-6384,2018-10-11,9999-12-31,Operations,Machine Operator
EMP-0318,Stephen,Thomas,Stephen Thomas,Stephen.Thomas@coaldbloodedmining.com,4355246491,2020-04-18,9999-12-31,Operations,Machine Operator
EMP-0068,Robert,Lane,Robert Lane,Robert.Lane@coaldbloodedmining.com,286-991-7813,2017-03-12,9999-12-31,Operations,Scheduler
EMP-0418,James,Adams,James Adams,James.Adams@coaldbloodedmining.com,990-319-4956,2016-05-19,9999-12-31,Operations,Machine Operator
EMP-0110,Maria,Anderson,Maria Anderson,Maria.Anderson@coaldbloodedmining.com,401-803-2382,2016-10-27,9999-12-31,IT,IT Specialist
EMP-0178,Steve,Jenkins,Steve Jenkins,Steve.Jenkins@coaldbloodedmining.com,738-877-5138,2017-03-17,9999-12-31,Operations,Scheduler
EMP-0135,Kathy,Copeland,Kathy Copeland,Kathy.Copeland@coaldbloodedmining.com,369-920-3469,2016-03-17,9999-12-31,Operations,Machine Operator
EMP-0085,Brandon,Alexander,Brandon Alexander,Brandon.Alexander@coaldbloodedmining.com,952-733-9494,2020-02-04,9999-12-31,Operations,Machine Operator
EMP-0344,Joseph,Stewart,Joseph Stewart,Joseph.Stewart@coaldbloodedmining.com,4655355191,2019-03-29,9999-12-31,Operations,Machine Operator
EMP-0028,David,Cook,David Cook,David.Cook@coaldbloodedmining.com,7416517275,2016-05-23,2020-02-18,Operations,Engineer
EMP-0117,Jimmy,Hammond,Jimmy Hammond,Jimmy.Hammond@coaldbloodedmining.com,2295375012,2018-08-24,2022-07-28,Finance,Accountant
EMP-0257,Penny,Moss,Penny Moss,Penny.Moss@coaldbloodedmining.com,9574075101,2020-05-09,2021-03-30,Operations,Machine Operator
EMP-0278,Jessica,Harris,Jessica Harris,Jessica.Harris@coaldbloodedmining.com,9475504185,2020-02-05,9999-12-31,Operations,Scheduler
EMP-0211,Deborah,Pineda,Deborah Pineda,Deborah.Pineda@coaldbloodedmining.com,(878)870-9158,2018-10-14,9999-12-31,IT,IT Specialist
EMP-0405,William,Singh,William Singh,William.Singh@coaldbloodedmining.com,(816)463-8684,2016-01-10,9999-12-31,Finance,Payroll Officer
EMP-0128,Sydney,Cross,Sydney Cross,Sydney.Cross@coaldbloodedmining.com,(784)716-1778,2020-02-25,9999-12-31,Operations,Scheduler
EMP-0308,Rick,Moore,Rick Moore,Rick.Moore@coaldbloodedmining.com,2305149414,2020-02-13,9999-12-31,Operations,Machine Operator
EMP-0434,Jennifer,Wise,Jennifer Wise,Jennifer.Wise@coaldbloodedmining.com,771-916-7703,2018-02-06,9999-12-31,Operations,Machine Operator
EMP-0189,Tyler,Wood,Tyler Wood,Tyler.Wood@coaldbloodedmining.com,579-763-7866,2015-04-29,9999-12-31,Operations,Scheduler
EMP-0099,Steven,Mcbride,Steven Mcbride,Steven.Mcbride@coaldbloodedmining.com,595-487-7467,2015-04-03,9999-12-31,Operations,Machine Operator
EMP-0493,Aaron,Krause,Aaron Krause,Aaron.Krause@coaldbloodedmining.com,450-504-8046,2018-09-01,9999-12-31,IT,IT Specialist
EMP-0065,Bonnie,Olson,Bonnie Olson,Bonnie.Olson@coaldbloodedmining.com,8755422116,2016-07-02,9999-12-31,Corporate,CEO
EMP-0394,Jessica,Smith,Jessica Smith,Jessica.Smith@coaldbloodedmining.com,(348)674-1047,2020-10-02,9999-12-31,Operations,Machine Operator
EMP-0059,Jennifer,Hutchinson,Jennifer Hutchinson,Jennifer.Hutchinson@coaldbloodedmining.com,571-321-0962,2017-05-01,9999-12-31,Finance,Payroll Officer
EMP-0416,Cynthia,Rivera,Cynthia Rivera,Cynthia.Rivera@coaldbloodedmining.com,957-229-5919,2018-06-01,2020-09-08,Finance,Payroll Officer
EMP-0437,Shawn,Wood,Shawn Wood,Shawn.Wood@coaldbloodedmining.com,(735)203-2299,2019-03-29,9999-12-31,Operations,Scheduler
EMP-0453,Stephen,Foster,Stephen Foster,Stephen.Foster@coaldbloodedmining.com,(846)804-7483,2020-11-16,9999-12-31,HR,HR Officer
EMP-0063,Valerie,Roach,Valerie Roach,Valerie.Roach@coaldbloodedmining.com,2452355222,2020-06-03,9999-12-31,Marketing,Marketing Specialist
EMP-0406,Catherine,Lucero,Catherine Lucero,Catherine.Lucero@coaldbloodedmining.com,(745)462-7607,2019-03-11,2021-05-29,Operations,Machine Operator
EMP-0197,James,Harris,James Harris,James.Harris@coaldbloodedmining.com,9274075989,2019-04-17,2022-07-01,Operations,Machine Operator
EMP-0200,Jennifer,Lee,Jennifer Lee,Jennifer.Lee@coaldbloodedmining.com,9709588516,2017-11-18,2020-07-31,Operations,Surveyor
EMP-0101,Wendy,Andrade,Wendy Andrade,Wendy.Andrade@coaldbloodedmining.com,535-874-2845,2019-09-06,9999-12-31,Data Analytics,Analyst
EMP-0165,Bonnie,Heath,Bonnie Heath,Bonnie.Heath@coaldbloodedmining.com,554-780-4131,2020-12-15,2021-12-19,Finance,Accountant
EMP-0421,Angelica,Hernandez,Angelica Hernandez,Angelica.Hernandez@coaldbloodedmining.com,(750)346-6532,2019-06-01,9999-12-31,Operations,Machine Operator
EMP-0482,Jennifer,Reyes,Jennifer Reyes,Jennifer.Reyes@coaldbloodedmining.com,741-982-2345,2020-04-09,9999-12-31,HR,HR Officer
EMP-0286,Brad,Sherman,Brad Sherman,Brad.Sherman@coaldbloodedmining.com,(789)805-7923,2017-09-06,2019-06-18,Operations,Machine Operator
EMP-0275,Frank,Brennan,Frank Brennan,Frank.Brennan@coaldbloodedmining.com,9546470973,2015-05-22,9999-12-31,Operations,Operations Manager
EMP-0045,Jacob,Murphy,Jacob Murphy,Jacob.Murphy@coaldbloodedmining.com,265-919-0304,2018-08-28,2022-06-05,IT,IT Specialist
EMP-0248,Jade,Calderon,Jade Calderon,Jade.Calderon@coaldbloodedmining.com,(756)925-2828,2019-11-13,2022-09-11,Data Analytics,Analyst
EMP-0296,Kim,Miller,Kim Miller,Kim.Miller@coaldbloodedmining.com,(716)567-7867,2016-07-19,9999-12-31,Finance,Administration Officer
EMP-0151,Sherri,Miller,Sherri Miller,Sherri.Miller@coaldbloodedmining.com,741-942-8796,2015-11-08,9999-12-31,Sales,Business Development Manager
EMP-0018,Jamie,Horn,Jamie Horn,Jamie.Horn@coaldbloodedmining.com,3066583682,2017-02-20,9999-12-31,Finance,Accountant
EMP-0368,Tammy,Combs,Tammy Combs,Tammy.Combs@coaldbloodedmining.com,2386807610,2015-09-27,9999-12-31,Operations,Machine Operator
EMP-0025,Katelyn,Moreno,Katelyn Moreno,Katelyn.Moreno@coaldbloodedmining.com,(302)905-5785,2018-09-28,9999-12-31,Finance,Payroll Officer
EMP-0334,Charles,Case,Charles Case,Charles.Case@coaldbloodedmining.com,(748)583-0087,2015-01-23,9999-12-31,Operations,Machine Operator
EMP-0312,Darlene,Adams,Darlene Adams,Darlene.Adams@coaldbloodedmining.com,(882)727-5501,2017-09-18,9999-12-31,Operations,Machine Operator
EMP-0494,Gregory,Hawkins,Gregory Hawkins,Gregory.Hawkins@coaldbloodedmining.com,(202)625-4582,2020-10-30,9999-12-31,Operations,Machine Operator
EMP-0154,Ashley,Anderson,Ashley Anderson,Ashley.Anderson@coaldbloodedmining.com,3279382311,2018-06-05,9999-12-31,Sales,Business Development Manager
EMP-0119,Victoria,Stewart,Victoria Stewart,Victoria.Stewart@coaldbloodedmining.com,5739053905,2017-07-25,9999-12-31,Operations,Scheduler
EMP-0327,Amy,Smith,Amy Smith,Amy.Smith@coaldbloodedmining.com,(264)449-6492,2015-11-11,9999-12-31,Operations,Machine Operator
EMP-0232,Keith,Velasquez,Keith Velasquez,Keith.Velasquez@coaldbloodedmining.com,2908756608,2015-07-09,9999-12-31,Operations,Machine Operator
EMP-0109,Monique,Turner,Monique Turner,Monique.Turner@coaldbloodedmining.com,300-664-0499,2016-12-08,9999-12-31,Operations,Machine Operator
EMP-0367,David,Mcdonald,David Mcdonald,David.Mcdonald@coaldbloodedmining.com,561-970-9665,2016-10-24,9999-12-31,Operations,Machine Operator
EMP-0057,Victor,Mcdonald,Victor Mcdonald,Victor.Mcdonald@coaldbloodedmining.com,323-682-2555,2020-05-06,9999-12-31,Operations,Machine Operator
EMP-0202,Lisa,King,Lisa King,Lisa.King@coaldbloodedmining.com,(581)504-3386,2018-06-26,9999-12-31,Operations,Machine Operator
EMP-0027,Austin,Sanchez,Austin Sanchez,Austin.Sanchez@coaldbloodedmining.com,817-479-3952,2017-07-31,9999-12-31,Operations,Machine Operator
EMP-0371,Annette,Smith,Annette Smith,Annette.Smith@coaldbloodedmining.com,7722666693,2016-09-04,9999-12-31,HR,HR Officer
EMP-0432,Matthew,Jones,Matthew Jones,Matthew.Jones@coaldbloodedmining.com,9586105897,2018-09-26,9999-12-31,Operations,Engineer
EMP-0131,Gene,Myers,Gene Myers,Gene.Myers@coaldbloodedmining.com,6639305095,2019-08-10,2020-12-12,Operations,Machine Operator
EMP-0460,Lauren,King,Lauren King,Lauren.King@coaldbloodedmining.com,(459)771-2852,2017-03-05,9999-12-31,Operations,Machine Operator
EMP-0420,Theresa,Harris,Theresa Harris,Theresa.Harris@coaldbloodedmining.com,2856815788,2016-02-08,9999-12-31,Operations,Machine Operator
